% Model:              COMSOL Model.mph
% Version:            COMSOL 5.6.0.280
% Date:               Jul 29 2022, 14:09
% Dimension:          3
% Nodes:              959
% Expressions:        1
% Description:        Electric potential
% Length unit:        mm
% X                       Y                        Z                        V (V)
12.185000000000002        8.685                    -0.101                   4141.782301468228
12.185000000000002        8.685                    -0.097                   4191.594104823377
12.185000000000002        8.685                    -0.093                   4243.625573511169
12.185000000000002        8.685                    -0.08900000000000001     4297.902457840659
12.185000000000002        8.685                    -0.085                   4354.4505081209045
12.193244684464045        8.689343730210963        -0.0979695614829253      4176.225639358108
12.191254054326734        8.693931190728254        -0.10390868444877588     4102.83296439111
12.189129450486144        8.698615720950484        -0.10960102786345213     4035.185533670093
12.184638111678051        8.704384626347634        -0.1103946986118117      4020.832778859578
12.179762586932963        8.70891693646005         -0.11000000000000001     4017.9655330911096
12.175566882802409        8.71311521332137         -0.11000000000000001     4008.9046512452646
12.17216418573163         8.717746564812307        -0.1104295150517419      3992.680525457312
12.17081999874115         8.723310683979944        -0.10950000000000001     3988.6179728196735
12.167972747331778        8.728305063102907        -0.11000000000000001     3967.1884526579324
12.163932700570687        8.73145516440561         -0.10954681801235        3957.8666472455443
12.159527644569117        8.733434042640722        -0.10900000000000001     3950.925419980962
12.15389593407869         8.734443314945343        -0.10850000000000003     3942.658069880301
12.149512213327846        8.738019109115255        -0.10800000000000001     3926.5446201207196
12.145262390863959        8.744506625701856        -0.10705828304939687     3902.2423190659524
12.138165567663357        8.748492435988371        -0.10750000000000001     3862.183537057287
12.131557142653417        8.753085880021972        -0.10800000000000001     3817.1569384042523
12.128451023467141        8.757141399602872        -0.10900000000000001     3779.5204857282374
12.129181088385103        8.760729785149636        -0.10900000000000001     3765.7826719614004
12.129153209055653        8.765432798351139        -0.10850000000000003     3747.885971630888
12.128535150037964        8.77030712242963         -0.10900000000000001     3717.1684283874793
12.125440104969158        8.774877831457497        -0.10900000000000001     3683.0853783300827
12.122161788665743        8.779457096765732        -0.11050000000000001     3635.139150583196
12.116652737481749        8.783437795775956        -0.11100000000000002     3590.0177538895623
12.111224797294291        8.786017517741215        -0.113                   3540.583959492202
12.104717506738362        8.788940709395844        -0.1135                  3495.7628707411195
12.129861165405165        8.77344141657222         -0.10950000000000001     3701.125137802207
12.132177806338891        8.775652559789775        -0.11000000000000001     3692.5580494157675
12.125652564398399        8.758840584248796        -0.10900000000000001     3762.007809627993
12.121107564135782        8.757626694101681        -0.10950000000000001     3745.9135629407
12.11610788940819         8.757856469405963        -0.10950000000000001     3724.9601651662733
12.12761168011354         8.75384304099767         -0.10900000000000001     3790.9086941386595
12.12403828732564         8.750540129741584        -0.10950000000000001     3786.934846618132
12.148780610309267        8.732713433373846        -0.10850000000000003     3936.944743866748
12.143343016221403        8.73054167709511         -0.10850000000000003     3929.788965220749
12.137686689502786        8.729906898060376        -0.10800000000000001     3920.54644412821
12.133428964312554        8.727629918087878        -0.10850000000000003     3908.258033014545
12.131693323502123        8.723361015324693        -0.10800000000000001     3918.671968231273
12.130442179639427        8.718511549145171        -0.10850000000000003     3920.411003309404
12.126867927007012        8.717791059971661        -0.10800000000000001     3914.114375408314
12.125639058587316        8.720210818631765        -0.10850000000000003     3899.068428229854
12.127301643648318        8.715151644983461        -0.10850000000000003     3915.94715278903
12.124660000801086        8.711174079108625        -0.10850000000000003     3913.1113599211367
12.12360047912514         8.706472436066242        -0.10850000000000003     3916.101296247995
12.132191993755425        8.73070097658138         -0.10800000000000001     3900.4750859251817
12.126409404318599        8.731244150245088        -0.10800000000000001     3878.1896922809638
12.120670674034018        8.731090470949272        -0.10800000000000001     3856.1508443834914
12.115856246501775        8.730233187655298        -0.10750664185575806     3843.077089616246
12.11090012082346         8.73034943621444         -0.10750000000000001     3820.354503460313
12.10612865130458         8.730096849276876        -0.10750000000000001     3798.143123839033
12.103160986795132        8.727344469122295        -0.10750000000000001     3790.7321516838892
